Mode,Nom,Catégorie,Calories,Coût total,Coût par part,Temps de préparation,Temps de cuisson,Ingrédients,Étapes,Image,URL
Mode Sans gluten,"Mini moelleux au melon et à la cardamome, sans gluten et sans lactose",Autre,768 Kcal,2.06Euros€,(0.51€/part),10 min,15 min,3/4 tasse de farine sans gluten; 1/2 tasse de farine de riz brun; 1/2 tasse de flocons d'avoinepure sans gluten Château Cream Hill; 3 cuillères à thé de poudre à pâte; 1/2 tasse de sucre; 1/2 tasse d'huile neutre; 2oeufs; 1/2 tasse de lait sans lactose,"Préchauffer le four à 400° (200°) et préparer des moules à muffins. | Tamiser les farines et la poudre à pâte dans un bol. Ajouter les graines de cardamome écrasées, les flocons d'avoine et le sucre et mêler le tout. | Dans un autre bol, battre les oeufs, l'huile et le lait. Incorporer délicatement le melon écrasé à ce mélange. | Ajouter les ingrédients secs aux ingrédients liquides et bien mêler jusqu'à ce que le mélange soit bien lisse. | Déposer dans des moules à muffins, graissés si non en silicone, et saupoudrer quelques grains de sucre sur chacun. Cuire pendant une quinzaine de minutes.",https://www.ptitchef.com/imgupl/recipe/mini-moelleux-au-melon-et-a-la-cardamome-sans-gluten-et-sans-lactose--md-308862p504197.jpg,https://www.ptitchef.com/recettes/autre/mini-moelleux-au-melon-et-a-la-cardamome-sans-gluten-et-sans-lactose-fid-434716
Mode Sans gluten,"Pain aux pommes et à la cannelle, sans gluten ni lactose",Autre,642 Kcal,3.53Euros€,(0.88€/part),15 min,50 min,1 tasse de farine sans gluten (200 g); 1/4 tasse de fécule demaïs(50 g); 2 cuillères à thé de poudre à pâte (levure chimique); 1 pincée de sel; 1 cuillère à thé decannellemoulue; 1 pomme pelée et coupée en dés; 1 tasse de raisins secs; 2oeufs; 1 tasse de lait sans lactose; 1/2 tasse de sucre; 1/2 tasse d'eau (125 ml); la pelure de la pomme coupée en morceaux,"Préchauffer le four à 425°F (215°) et graisser un moule à pain. | Tamiser la farine, la fécule, la poudre à pâte, le sel et la cannelle. Ajouter les dés de pommes et les raisins secs et remuer de façon à bien les enrober de farine. | Dans un autre bol, battre les oeufs et ajouter le lait. Verser ce liquide, en deux coups, sur le mélange sec et bien mélanger. | Déposer dans le moule à pain et cuire 40 minutes. Au bout de 30 minutes, recouvrir d'un peu de sirop de pommes et remettre au four pour encore 10 minutes. | Au sortir du four, remettre une autre couche de sirop de pommes. Attendre au moins 10 minutes avant de démouler et un bon deux heures avant de couper en tranches. | Pour le sirop de pomme; cuire à feu doux jusqu'à l'obtention d'un sirop. Couler pour enlever les pelures de pommes et verser, à la cuillère, sur le pain aux pommes.",https://www.ptitchef.com/imgupl/recipe/pain-aux-pommes-et-a-la-cannelle-sans-gluten-ni-lactose--md-306388p500228.jpg,https://www.ptitchef.com/recettes/autre/pain-aux-pommes-et-a-la-cannelle-sans-gluten-ni-lactose-fid-430416
Mode Sans gluten,Cake allégé sans gluten artichaut - cerfeuil - sésame,Apéritif,Non spécifié,Non spécifié,Non spécifié,10 min,40 min,3oeufs; 100 g de farine deriz; 50 g de farine de pois chiches; 1 cuillère àcaféde levure; 12.5 cl de lait de soja; 5 cl d'huile de colza; 1 cuillère à café de substitut de matière grasse; 3 cuillères à soupe d'eau; 1 pincée de sel; 1 cuillère à soupe de cerfeuil; 1 petite boîte de fonds d'artichaut; graines de sésame,"Mélangez les farines avec la levure, ajoutez le substitut de matière grasse avec l'eau, le lait et l'huile, mélangez. | Ajoutez le reste des ingrédients sauf les graines de sésame. | Versez dans un moule à cake, saupoudrez de graines de sésame. | Enfournez à four chaud 180° C pendant environ 40 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/cake-allege-sans-gluten-artichaut-cerfeuil-sesame-fid-429762
Mode Sans gluten,Tarte au riz sans gluten,Dessert,638 Kcal,Non spécifié,Non spécifié,20 min,1 heure,100 g de farine deriz; 100 g de farine demaïs; 1 cuillère à soupe de poudre à lever sans gluten; 1 cuillère à soupe de sucre glace; 1 petit verre de lait de riz; 1 jaune d’oeuf; 1 pincée de sel; 150 g de riz rond; 1 l de lait de riz; 1 verre d’eau; 3 cuillères à café d’extrait devanille; 4 cuillères à soupe de sirop d’agave; 1 pincée de sel; 2 blancs d’oeuf; 3 jaunes d’oeuf; 1 cuillère à soupe de sucre glace,"Faites cuire le riz 30 à 40 minutes dans un mélange de l’ait et d’eau agrémenté de sirop d’agave, de sel et de vanille. | Préparez la pâte. Dans un saladier, mélangez bien les farines, la poudre à lever, le sucre, le lait de riz, jaune d’oeuf et le sel. Installez cette pâte bien confortablement au fond d’un moule à bords hauts. | Faites préchauffer votre four à 180°. | Battez les 2 blancs en neige et mêlez-les tendrement au riz égoutté. Versez ce mélange dans le moule. | Battez les 3 jaunes d’oeufs restant avec le sucre glace. Versez ce mélange sur le riz et enfournez une vingtaine de minutes à 180°.",https://www.ptitchef.com/imgupl/recipe/tarte-au-riz-sans-gluten--md-303156p495095.jpg,https://www.ptitchef.com/recettes/dessert/tarte-au-riz-sans-gluten-fid-417409
Mode Sans gluten,"Tarte polenta fruits, sans gluten, sans lactose.",Autre,201 Kcal,Non spécifié,Non spécifié,15 min,50 min,11prunes; 4abricots; 7 cuillères à soupe depolentacuisson rapide; 6 cuillères à soupe de maïzena; 4 cuillères à soupe de sucre; 1 cuillère à soupe d'huile; 1oeuf; 1 pincée de sel; 1 tasse àcaféd'eau tiède,"Préchauffer le four à 200° c, thermostat 6-7. | Mélanger dans une jatte : polenta, maïzena, sel, sucre. Ajouter l'huile et l'eau tiède. Laisser reposer 5 minutes Ajouter l’œuf et bien mélanger. Laisser reposer encore une dizaine de minutes. | Chemiser un moule à gâteau, couler la pâte et enfourner 20 minutes. | Pendant que la pâte cuit à blanc couper les fruits en quartiers. | Puis sortir la pâte, la garnir avec les fruits. | Enfourner une bonne fois pour toutes 30 minutes, toujours à 200°C th 6-7. | A la sortir du four attendre un peu que ça refroidisse avant de démouler, ce sera beaucoup plus facile",Image non trouvée,https://www.ptitchef.com/recettes/autre/tarte-polenta-fruits-sans-gluten-sans-lactose-fid-402724
Mode Sans gluten,"Gaufres sans gluten, sans lait",Autre,550 Kcal,Non spécifié,Non spécifié,10 min,2 min,200 g de farine deriz; 100 g  de crème de riz; 20 g de poudre à lever sans gluten; 2oeufs; 70 g de sirop d’agave; 50 g d’huile d’olive; 1/2 L de lait de riz; 3 pincées devanilleen poudre (à défaut de gousse de vanille infusée dans le lait de riz),"Pendant que le gaufrier chauffe, mélangez dans un saladier la farine, la crème de riz et la poudre à lever. | Creusez un puits et versez-y les œufs, le sirop d’agave et l’huile. Délayez doucement avec le lait et ajoutez la vanille. | Il ne vous reste plus qu’à patienter devant le gaufrier.",https://www.ptitchef.com/imgupl/recipe/gaufres-sans-gluten-sans-lait--md-298488p487644.jpg,https://www.ptitchef.com/recettes/autre/gaufres-sans-gluten-sans-lait-fid-398807
Mode Sans gluten,Cheese-naan sans gluten à la ratatouille,Entrée,206 Kcal,Non spécifié,Non spécifié,30 min,5 min,100 g de farine sans gluten : Farina Schär Pane etPasta; 40 g de fromage à tartiner type St Moret; 1/2 cuillère à café de levure de boulanger sèche sans gluten; 1 pincée de sucre; 2 pincées de sel; 40 ml d'eau; un reste de ratatouille (environ un bol); 4 tranches de fromage pour hamburger,"Dans un saladier, mélanger la farine et la levure. Ajouter le fromage à tartiner, le sucre et l'eau. Mélanger avec une fourchette pour bien amalgamer le fromage. | Quand la boule de pâte se forme, ajouter le sel. Continuer de pétrir. Si votre pâte est trop sèche, ajouter un peu d'eau. | Votre pâte doit former une boule légèrement collante. La déposer dans votre saladier et laisser dans une pièce chaude ou le four, recouvert d'un linge environ 1 heure. | Après ce temps, faire 4 parts avec votre pâte. Étaler chaque part entre 2 feuilles de film plastique, en forme de rectangle. | Déposer une demie-tranche de fromage pour hamburger sur un côté du rectangle, déposer dessus une cuillère à soupe de ratatouille, puis le reste de la tranche de fromage. La ratatouille ne doit pas être liquide et recouper les morceaux de légumes s'il y a de gros morceaux. | Rabattre le côté de la pâte sans garniture par dessus. Replier les bords et bien souder pour éviter que le fromage ne s'échappe à la cuisson. Déposer sur une plaque de cuisson, sur du papier sulfurisé, et laisser lever environ 1 heure 30 au chaud. | Cuire ensuite 4 à 5 minutes de chaque côté dans une poêle, avec un peu d'huile.",Image non trouvée,https://www.ptitchef.com/recettes/entree/cheese-naan-sans-gluten-a-la-ratatouille-fid-396303
Mode Sans gluten,"Satay de veau de lait, sauce au sésame, sans gluten",Plat,Non spécifié,Non spécifié,Non spécifié,20 min,4 min,"1 lb deveaude lait en escalopes (500 g); 1 cuillère à soupe de graines de sésame blanc; 1 cuillère à soupe de graines de sésame noir; 2 cuillères à thé de poudre de cari; 1 gousse d'ailémincée; 2 cuillères à soupe de sauce tamari sans gluten, réduite en sel Voir note; 2 cuillères à soupe de sucre granulé; 2 cuillères à thé d'huile de sésame; 3 cuillères à soupe de jus decitron; 3 cuillères à soupe detahini(beurre de sésame); 2 cuillères à soupe demiel; 1 cuillère à soupe de sauce tamari sans gluten, réduite en sel Voir note; 2 cuillères à soupe d'eau bouillante; 1/4 à 1/2 cuillère à thé de pâte de cari jaune ou rouge (attention, c'est piquant!)","Mélanger tous les ingrédients de la marinade et réserver. | Marteler légèrement les escalopes de veau et en faire des lanières d'environ 1 1/2 pouce (5 cm) de largeur. Enfiler celles-ci sur des brochettes de bois préalablement trempées dans l'eau pendant au moins 30 minutes, afin d'éviter qu'elles ne brûlent à la cuisson. | Déposer les brochettes dans un plat peu profond, verser la marinade sur les brochettes, couvrir et faire mariner 1 heure au réfrigérateur. | Pour la sauce au sésame : Mélangeer tous les ingrédients et réserver. | Retirer les brochettes de veau de la marinade et parsemer de graines de sésames en pressant légèrement avec les doigts. Faire cuire les brochettes au barbecue à température moyenne-élevée ou sous le gril du four préchauffé. | Cuire les brochettes jusqu'à ce que l'extérieur soit croustillant et l'intérieur rosé, soit environ 2 minutes de chaque côté. | Servir avec la sauce au sésame et accompagner de riz vapeur et de légumes, ici des haricots au miel et au beurre.",Image non trouvée,https://www.ptitchef.com/recettes/plat/satay-de-veau-de-lait-sauce-au-sesame-sans-gluten-fid-395115
Mode Sans gluten,"Poulet tandoori et sa raïta, sans gluten et sans lactose",Plat,Non spécifié,Non spécifié,Non spécifié,20 min,35 min,"4 demi poitrines depoulet, désossées et sans la peau; le jus de 1citron; sel; poivrenoir; 1 cuillère à thé de graines decoriandre; 1 cuillère à thé de graines decumin; 1 cuillère soupe de gingembre frais, râpé; 2 gousses d'ail hachées; 2/3 tasse de yogourt nature (150 g); 1 cuillère à soupe de paprika; 1/4 à 1/2 cuillère à thé de piment de Cayenne en poudre; 4 tasses de yogourt nature (1 L); 2 carottes râpées; 1 gros concombre, haché finement; sel; poivre; 1 cuillère à soupe de sucre; 1 cuillère à thé de garam masala( un mélange d'épices torréfiées et réduites en poudre originaire du nord de l'Inde)","À l'aide d'un couteau, lacérer les morceaux de poulet, puis les frotter de jus de citron, de sel et de poivre noir. | Dans une petite poêle, faire chauffer les graines de coriandre et de cumin. Réduire en poudre au mortier ou au moulin à café. | Au mélangeur, réduire en purée le gingembre, l'ail et le yogourt. Ajouter les épices moulues, le paprika et le piment de Cayenne. Enduire le poulet de cette préparation et laisser mariner pendant plusieurs heures, de préférence toute une nuit. | Préchauffer le four à 400°F (200°). (Mettre le poulet sur une grille placée sur une plaque de cuisson tapissée de papier aluminium et cuire au four pendant 15 minutes. Baisser la température à 350°F (180°C) et poursuivre la cuisson de 15 à 20 minutes ou jusqu'à ce que le poulet soit cuit et qu'un jus clair s'écoule de la chair quand on la pique à la fourchette. | Servir avec une raïta et un riz safrané à la lime et aux raisins secs. | Sauce Raïta : Tapisser une passoire ou un tamis de deux épaisseurs d'essuie-tout ou d'un filtre à café. | Déposer sur un bol, y verser le yogourt et laisser égoutter au frigo pendant quelques heures. Ajouter ce yogourt épaissi aux autres ingrédients et mélanger. On peut préparer la Raïta un peu à l'avance afin que les saveurs se mêlent bien.",Image non trouvée,https://www.ptitchef.com/recettes/plat/poulet-tandoori-et-sa-raita-sans-gluten-et-sans-lactose-fid-387973
Mode Sans gluten,"Du poulet pour des bouchées apéros épicées thaï, sans gluten et sans oeuf",Apéritif,163 Kcal,7.16Euros€,(1.19€/part),30 min,20 min,450 g de filets depoulet; 2 gousses d'ailfrais; 3 tiges d'oignonsfrais; 2 cm degingembrerâpé; 1 grosse à soupe de pâte decurrythaï; coriandre fraîche; 3 à 4 cuillerées à soupe de farine de riz complet; un peu d'huile d'olive pour la cuisson,"Dans un robot muni d'un couteau, mettez le filet de poulet coupé en morceaux. Mixez pour réduire en purée. | Ajoutez l'ail frais et les oignons coupés en petits morceaux. Mixez. Ajoutez la pâte de curry, le gingembre, la coriandre ciselée et 2 cuillerées de farine. | Mixez le tout pour en faire une pâte d'une texture souple et élastique sous le doigt. Sur une planche ou un marbre, mettez 2 cuillerées de farine de riz. | Avec une cuillère, prélevez un peu de la préparation que vous déposez sur la farine et roulez une petite boule. Faites de même jusqu'à épuisement du mélange. | Faites chauffer une grande poêle. Quand elle est bien chaude, ajoutez 1 à 2 cuillères d'huile d'olive. Déposez les boulettes une à une. Le temps de les déposer, vous pouvez commencer à retourner les premières. | Vous pouvez les préparer un peu à l'avance, les garder dans la poêle avec un couvercle et les réchauffer quelques minutes avant de les servir bien tièdes.",https://www.ptitchef.com/imgupl/recipe/du-poulet-pour-des-bouchees-aperos-epicees-thai-sans-gluten-et-sans-oeuf--md-295915p483305.jpg,https://www.ptitchef.com/recettes/aperitif/du-poulet-pour-des-bouchees-aperos-epicees-thai-sans-gluten-et-sans-oeuf-fid-387545
Mode Sans gluten,"Shortcake aux fraises à ma façon, sans gluten et sans lactose",Dessert,Non spécifié,Non spécifié,Non spécifié,25 min,15 min,2 biscuits de 9 pouces ou 23 cm; 2 tasses de farine sans gluten (mélange de farine de riz GLUTINO) (225 g); 1/2 tasse de sucre à glacer (50 g); 12 cuillère à table de beurre mou (175 g); 1 jaune d’oeuf; 2 cuillères à table de lait; yogourt nature égoutté; fraisesen quantité suffisante; sucre,"Tamiser la farine et le sucre à glacer dans un grand saladier. Couper le beurre en petits morceaux et l'ajouter au mélange de farine. Travailler et pétrir le tout avec les doigts jusqu'à l'obtention d'une pâte molle. Ajouter le jaune d’œuf et le lait et bien mélanger. Envelopper la pâte dans un papier film (Saran wrap) et mettre au frigo pour au moins 30 minutes. | Préchauffer le four à 375°F (190°C). Diviser la pâte en deux boules et étendre chacune au rouleau pour obtenir deux cercles de 9 pouces (23 cm). Déposer chaque cercle sur une plaque recouverte d'un papier parchemin ou silicone et saupoudrer un peu de sucre sur le cercle du dessus. Cuire pendant 12 à 15 minutes, ou jusqu'à ce que les bords deviennent doré. | Mettre le yogourt dans une passoire munie d'un filtre à café ou un papier essuie-tout et déposer celle-ci sur un bol. Réfrigérer quelques heures afin d'obtenir un yogourt assez épais. Lorsqu'il a atteint la texture voulue, mettre le yogourt dans un bol, ajouter un peu de sucre et fouetter à l'aide d'un petit fouet ou d'une fourchette pour obtenir un yogourt crémeux. | Couper les fraises en deux, les mettre dans un bol et les saupoudrer de sucre. Réserver. | Si l'on préfère des ""shortcakes"" individuels, découper la pâte à l'aide d'emporte-pièces de la grandeur de son choix et bien surveiller la cuisson qui sera un peu plus courte que pour deux grands cercles. | Pour le montage, déposer un peu de yogourt crémeux sur un biscuit, recouvrir de quelques fraises et couronner avec un autre biscuit, lequel aura été saupoudré de sucre avant cuisson.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/shortcake-aux-fraises-a-ma-facon-sans-gluten-et-sans-lactose-fid-382385
Mode Sans gluten,Sorbet au chocolat (sans gluten et sans lait),Autre,205 Kcal,1.75Euros€,(0.29€/part),10 min,2 min,150 g de chocolat noir de bonne qualité à 70% decacao; 30 g de cacao en poudre; 150 ml d'eau; 80 g de sucre,"Pour sirop : faites fondre le sucre dans l'eau en portant le tout à ébullition. Ajoutez le cacao et le chocolat coupé grossièrement en morceaux. | Mélangez bien, hors du feu, jusqu'à ce que le chocolat soit fondu. Laissez refroidir et placez 45 minutes au réfrigérateur. | Laissez ensuite prendre 30 minutes en sorbetière.",Image non trouvée,https://www.ptitchef.com/recettes/autre/sorbet-au-chocolat-sans-gluten-et-sans-lait-fid-373320
Mode Sans gluten,"Amaretti amandes et pistaches, sans gluten",Autre,297 Kcal,6.78Euros€,(0.68€/part),20 min,15 min,1 1/2 tasse d'amandesen poudre (150 g); 1/2 tasse depistachesnon salées (50 g); 1 tasse de sucre (180 g); 2 blancs d’oeufs; 1 cuillère à thé d'extrait d'amande amère; 2 cuillères à thé de pâte de pistache; sucre glace,"Mixer les pistaches au mélangeur pour en faire une poudre. Mélanger celle-ci avec la poudre d'amandes et le sucre. | Ajouter les blancs d’œufs, l'extrait d'amande amère et la pâte de pistache. Bien mélanger jusqu'à l'obtention d'une pâte homogène. | Faire une boule et l'envelopper dans un papier film. Réfrigérer pendant au moins une heure. | Une fois la pâte refroidie, façonner des boules de la grosseur d'une noix et les poser sur une plaque à biscuits recouverte d'un papier parchemin ou d'une feuille de silicone. Saupoudrer d'un peu de sucre glace et laisser croûter pendant une heure à l'air libre. | Préchauffer le four à 325°F (160°C). | Aplatir légèrement les amaretti à l'aide d'une fourchette ou avec les doigts et cuire 15 minutes environ. Ils ne doivent pas dorer, ou très peu.",Image non trouvée,https://www.ptitchef.com/recettes/autre/amaretti-amandes-et-pistaches-sans-gluten-fid-372400
Mode Sans gluten,Pain de mie sans gluten à la map seb dual home baker,Autre,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,"400 g de ""Mix Pane Schär""; 60 g de farine de riz complète; 40 g de farine de riz gluant; 10 g de levure sèche Schär; 30 ml d'huile; 3oeufs; 300 ml d'eau tiède; 2 pincées de sel; 1 pincée de sucre","Mélanger les farines avec la levure sèche. | Puis incorporer les autres ingrédients et bien mélanger jusqu'à ce que la pâte soit homogène. | Verser la pâte dans le moule de la map SEB. | Programmer le programme 9, sans gluten. Votre pain est prêt 2 heures 10 plus tard.",Image non trouvée,https://www.ptitchef.com/recettes/autre/pain-de-mie-sans-gluten-a-la-map-seb-dual-home-baker-fid-371042
Mode Sans gluten,La pâte à spéculoos sans gluten,Autre,486 Kcal,1.77Euros€,(0.44€/part),20 min,10 min,150 g de spéculoos sans gluten (Schär); 60 g de sirop d'agave; 30 g de sucre; 100 ml de lait; 50 ml d'huile (neutre); 90 g de chocolat blanc haché (Nestlé),"Déposer les biscuits sur une feuille de papier sulfurisé puis les torréfier (faire légèrement dorer) pendant 10 minutes dans un four préchauffé à 160°c. | Mixer par petites impulsions les biscuits en une fine poudre (utiliser la touche pulse). Arrêter le mixeur de temps en temps pour ramener les biscuits au centre afin d'éviter de mixer dans le vide. | Dans une casserole, chauffer le lait, le sirop d'agave et le sucre (ne pas porter à ébullition). | Dans un saladier, mettre la poudre de biscuits et le chocolat haché. Verser dessus la moitié du lait chaud et fouetter énergiquement. La pâte va devenir un peu difficile à travailler, ajouter le restant de lait. Mélanger. | Ajouter l'huile, mélanger de nouveau jusqu'à l'obtention d'une préparation homogène. La pâte de spéculoos est encore liquide. C'est normal car elle est encore chaude. Elle va s'épaissir de plus en plus une fois au frais. | Verser dans un pot en verre propre. Visser le couvercle et laisser refroidir à température ambiante. Une fois refroidie, à conserver au réfrigérateur.",https://www.ptitchef.com/imgupl/recipe/la-pate-a-speculoos-sans-gluten--md-286092p466139.jpg,https://www.ptitchef.com/recettes/autre/la-pate-a-speculoos-sans-gluten-fid-361979
Mode Sans gluten,"Muffins potiron raisin, sans gluten",Autre,290 Kcal,3Euros€,(0.75€/part),15 min,45 min,200 g depotiron; 70 g de farine deriz; 30 g de maïzena; 1oeuf; ½ sachet de levure sans gluten; 30 g de fructose; 1 bouchon d'eau de fleur d'oranger; 1 cuillère à cafévanilleen poudre et/ou de cannelle; 1 pincée de sel; 60 g de beurre fondu; 60 ml de lait de soja; 90 g de grains deraisinfrais,"Préchauffer le four à 210°, th 7. | Elever la peau du potiron, le couper en morceau et le faire cuire 20 minutes à la vapeur pour en faire de la purée. | Dans une terrine mélanger la farine, la maïzena, la levure, le fructose, la vanille, et,ou la cannelle, et le sel. Puis ajouter la purée de potiron. | Dans une autre terrine battre l'oeuf, le lait, la fleur d'oranger et le beurre fondu. | Mélanger ensemble les deux préparations sans trop les travailler. Puis remplir 6 alvéoles à muffins. Sur le dessus placer les grains de raisins, coupés en deux et épépinés. | Enfourner 45 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/autre/muffins-potiron-raisin-sans-gluten-fid-350622
Mode Sans gluten,"Moelleux châtaigne-fruits rouges, sans gluten, d'après provence.",Dessert,387 Kcal,Non spécifié,Non spécifié,10 min,1 heure,200 g de fruits rouges surgelés Picard; 150 g de farine de châtaigne; 1/2 de sachet de levure chimique sans gluten; 3oeufs; 70 g desirop d'érable; 50 g de crème de coco; 100 g de fromage blanc 0%; 1 bouchon devanilleliquide; 1 pincée de sel,"Préchauffer le four à 200°. | Mélanger les oeufs avec le sucre. | Ajouter la crème de coco, le fromage blanc, puis la farine, la levure, la pincée de sel et la vanille. | Dans un moule à cake recouvert de papier sulfurisé alterner ; couche de pâte, couche de fruits surgelés, couche de pâte, couche de fruits, couche de pâte. | Enfourner une heure.",https://www.ptitchef.com/imgupl/recipe/moelleux-chataigne-fruits-rouges-sans-gluten-d-apres-provence--md-279658p455677.jpg,https://www.ptitchef.com/recettes/dessert/moelleux-chataigne-fruits-rouges-sans-gluten-d-apres-provence-fid-350616
Mode Sans gluten,"Carotte cake aux raisins, léger et sans gluten,",Entrée,184 Kcal,2.41Euros€,(0.6€/part),10 min,45 min,500g decarottes(6 carottes moyennes); 1 poignée deraisinssecs; 100g de fromage blanc 0%; 50g de maïzena; 2oeufs; 1 pincée bicarbonate; 1 cuillère àcafécumin; 1 cuillère à cafémuscademoulue; Sel,"Préchauffer le four à 200°. | Transformer les carottes en purée grossière ; 20 minutes au cuit vapeur et écrasage à la fourchette. | Faire gonfler les raisins dans un verre d'eau chaude. | Mélanger le fromage blanc, les oeufs, la maïzena, le bicarbonate, les épices, le sel. Quand la pâte est homogène ajouter les carottes, bien remuer avant d'intégrer les grains de raisins. | Enfourner 45 minutes à 200°. Quand le cake est cuit la pointe du couteau doit ressortir sèche.",Image non trouvée,https://www.ptitchef.com/recettes/entree/carotte-cake-aux-raisins-leger-et-sans-gluten-fid-350610
Mode Sans gluten,Brioche sans gluten,Dessert,504 Kcal,3.13Euros€,(0.78€/part),15 min,35 min,250 ml de lait tiède; 2oeufsbattus; 70 g de beurre; 70 g de sucre; 1 pincée de sel; 1 cuillère àcaféde vanille; 2 cuillère à café de fleur d'oranger; 250 g de farine sans gluten (150 g farine de riz + 50 g farine de maïs + 50 g maïzena + 1 cuillère à café gomme de guar); 10 g de levure de boulanger sans gluten; 80 g de zestes d'orangeconfite,"A la map ; dans la cuve mettre les ingrédients dans l'ordre, puis lancer le programme pâte , ou levée sans cuisson. | A la main ; mélanger farines levure sucre et sel, puis ajouter le beurre amolli, les oeufs battus, le lait, la fleur d'oranger et la vanille. En toute fin ajouter les zestes. | Laisser reposer la pâte dans un coin tiède jusqu'à ce qu'elle ai doublé de volume. | Préchauffer le four à 180°. | Couler la pâte dans un moule à brioche. Puis enfourner 35 minutes à 180°. La pointe du couteau doit ressortir sèche.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/brioche-sans-gluten-fid-350607
Mode Sans gluten,"Soupe cresson poireau, sans gluten ni lactose.",Entrée,Non spécifié,Non spécifié,Non spécifié,10 min,1 heure,"1 botte decresson; 1 grospoireau; 1 cuillère à soupe de miso de riz ou 1 cube de bouillon (miso sans gluten ou autre); 1 cas de nuoc-mam ou de tamari; 250ml de crème d'amande; 1 cuillère àcaféde 5 parfums; Feuilles desauge; Sel, poivre","Laver le cresson et le poireau dans de l'eau vinaigrée. Jeter les feuilles jaunes et les racines du cresson, séparer les queues des feuilles. Couper le poireau en lamelles. | Dans une casserole mettre les feuilles avec le poireau émincé. Couvrir d'eau. Ajouter le miso et les feuilles de sauge. Porter à ébullition une trentaine de minutes. | Au bout des trente minutes ajouter le nuoc-mam, les 5 parfums, la crème, et les feuilles de cresson restantes . Diminuer le feu à doux, puis laisser cuire encore trente minutes sans couvrir et en remuant régulièrement. | Enfin, passer au mixer.",Image non trouvée,https://www.ptitchef.com/recettes/entree/soupe-cresson-poireau-sans-gluten-ni-lactose-fid-350605
Mode Sans gluten,Poulet thaïlandais sans gluten,Plat,403 Kcal,6.91Euros€,(1.73€/part),15 min,30 min,"1 lb de poitrine de poulet coupé en languettes; 3 ou 4carottescoupé en minces bâtonnets; 2oignonsémincés; 3 gousses d'ailhaché fin; 1 feuille de laurier; 1/2 cuillère à thé de thym; 1 boite de lait de coco (400 ml); 3/4 de tasse de vin blanc sec OU de bouillon de poulet SG; 2 cuillères à thé decurcuma; 1 pincée decannelle; 1 pincée de flocons de piments broyés; 1 cuillère à table de sucre (facultatif); sel, poivre au goût; 1 1/2 cuillères à table d'eau; 2 cuillères à table de fécule de maïs","Faire revenir le poulet dans un poêlon avec un peu d'huile. Une fois le poulet cuit le mettre de coté. | Faire revenir les oignons dans un peu d'huile pendant 3-4 minutes. Ajouter les carottes, l'ail et le poulet cuit. | Mélanger ensemble le lait de coco, le vin blanc, le curcuma, la cannelle, les flocons de piments, le sucre, le sel et le poivre et l'ajouter au poulet et aux légumes. | Couvrir et laisser mijoter pendant 15 minutes ou jusqu'à ce que les carottes soient cuites. | Pendant ce temps mélanger ensemble l'eau et la fécule de maïs. | Lorsque les carottes sont cuites ajouter ce mélange dans le poêlon et bien brasser pendant 2 minutes. La sauce épaissira. | Servir sur du riz blanc.",Image non trouvée,https://www.ptitchef.com/recettes/plat/poulet-thailandais-sans-gluten-fid-346734
