Mode,Nom,Catégorie,Calories,Coût total,Coût par part,Temps de préparation,Temps de cuisson,Ingrédients,Étapes,Image,URL
Mode Sans gluten,"Nems de chèvre et cresson, sauce teriyaki",Apéritif,218 Kcal,Non spécifié,Non spécifié,15 min,18 min,8 feuilles deriz; 4 crottins de Chavignol; 150g decresson; 100g de vermicelle de riz ou soja; 8 cuillères à soupe de Mirin; 8 cuillères à soupe de sauce Soja douce; 3 cuillères à soupe de sucre en poudre; 1 petite verre de saké japonais,"Préparez la garniture; coupez les crottins en petits dés puis émincez finement le cresson. | Laissez tremper le vermicelle 15 minutes dans de l'eau tiède, puis égouttez le bien et coupez le en tronçons. Mélangez dans un saladier le chèvre, le cresson et les vermicelles. | Préparez la sauce; mélangez le Mirin, la sauce soja et le sucre et faites réduire à petit feu environ. En fin de cuisson, ajoutez le saké et laissez encore cuire à feu très doux 2 minutes. | Confectionnez les nems, remplissez d’eau tiède un plat à gâteau rond, de diamètre plus grand que les feuilles de riz. Faites tremper 1 galette dans l’eau 30 secondes. | Travaillez le nem sur un torchon propre pour absorber le surplus d’eau de la feuille de riz ; retirez la feuille de riz, posez la sur le linge, déposez 1 cuillerée à soupe de garniture et 1 cuillère à café de sauce. | Rabattez ce bord sur la garniture. Rabattez ensuite les extrémités gauche et droite sur la farce, puis roulez en serrant bien pour en faire un cylindre assez ferme. | Badigeonnez le d’huile et déposez le dans un plat allant au four.Faites cuire les nems dans un four préchauffé à 180°, laissez les cuire 15 à 18 minutes.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/nems-de-chevre-et-cresson-sauce-teriyaki-fid-543982
Mode Sans gluten,Oeufs au lait de riz et de coco,Dessert,184 Kcal,2.33Euros€,(0.39€/part),15 min,1 h 10 m,1 L de lait végétal; 6oeufs; 3 cuillères à soupe de très bonmiel; 1 gousse devanille,"Versez le lait dans une casserole et commencez à le faire chauffer. | Ouvrez la gousse de vanille en deux. | Grattez les grains au-dessus de la casserole et plongez la gousse dans le lait. | Ajoutez le miel et portez à ébullition. | Coupez le feu, posez un couvercle et laissez infuser une dizaine de minutes. | Pendant ce temps, cassez les œufs au dessus d’un saladier et battez-les en omelette. | Un fois le temps d’infusion écoulé, sortez la gousse de vanille du lait. | Versez ce dernier sur les œufs tout en remuant le mélange. | Versez ensuite la préparation dans un plat ou dans des ramequins allant au four. | Enfournez à four froid, pendant 1 h 10 à 160°C.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/oeufs-au-lait-de-riz-et-de-coco-fid-845220
Mode Sans gluten,"Galettes aux flocons de riz, carottes, sesame, curcuma",Autre,203 Kcal,2.05Euros€,(0.51€/part),15 min,10 min,100 g de flocons deriz; 250 g de lait de riz  ou de soja+ eau chaude; 2carottesrâpées; 1oignon; 1 gousse d'ail; sel; poivre; 1 cuillère à soupe de graines de sésame; 1/2 cuillère à café de curcuma; 1 blanc d’oeuf; huile d'olive,"Mettre les 100 g de flocons de riz, ajouter l'eau chaude et le lait, faire épaissir quelques minutes. | Faire revenir l'oignon émincé dans l'huile d'olive, quand ils sont translucides, ajouter les carottes râpées, l'ail, sel, poivre, et faire revenir environ 5 minutes. | Sortir du feu, ajouter les flocons de riz, les graines de sésame, le curcuma, et le blanc d’œuf. Mélanger. | Mettre un peu d'huile d'olive dans la poêle, déposer la préparation et former des galettes. | Faire cuire une face et lorsque c'est doré, les retourner à l'aide d'une spatule et faire cuire l'autre face.",https://www.ptitchef.com/imgupl/recipe/galettes-aux-flocons-de-riz-carottes-sesame-curcuma--md-371592p597697.jpg,https://www.ptitchef.com/recettes/autre/galettes-aux-flocons-de-riz-carottes-sesame-curcuma-fid-657861
Mode Sans gluten,Choucroute vegetarienne,Plat,520 Kcal,Non spécifié,Non spécifié,20 min,50 min,"500 g de choucroute lacto-fermentée (ne la rincez surtout pas avant de la cuisiner); huile d’olive; 1oignon; 1 clou de girofle; 1 pincée de graines decuminou de cumin en poudre; baies de genièvre; laurier; sel; poivre; 5 pommes de terre ou des morceaux de pommes fruit; (+ diverses saucisses de tofu, du tempeh, des morceaux de tofu grillé ou lacto-fermenté et aromatisé, etc)","Dans une sauteuse à bords hauts ou une petite cocotte, faites revenir la choucroute dans un peu d’huile d’olive. | Ajoutez le laurier, les baies de genièvre, l’oignon piqué du/des clous de girofle, le cumin, le sel et le poivre ainsi qu’un peu d’eau. Si vous consommez de l’alcool, vous pouvez ajouter un peu de vin blanc sec ou de la bière. | Posez le couvercle de votre sauteuse ou de votre cocotte et laissez mijoter à feu doux 30 à 50 minutes selon que vous aimez le chou croquant ou moelleux. Oui, avec un légume lacto-fermenté, la cuisson va plus vite. | Quelques minutes avant de servir, ajoutez les saucisses morceaux de tofu et de tempeh dans la sauteuse/cocotte. | Ajouter 2 petites pommes en morceaux. car la douceur de la pomme contraste agréablement avec l’acidité du chou. | Laissez chauffer encore quelques minutes et servez.",https://www.ptitchef.com/imgupl/recipe/choucroute-vegetarienne--md-351075p567969.jpg,https://www.ptitchef.com/recettes/plat/choucroute-vegetarienne-fid-561022
Mode Sans gluten,Salade de pousses d'épinard aux oeufs mollets et aux champignons,Plat,407 Kcal,3.09Euros€,(1.54€/part),10 min,5 min,100 g de pousses d'épinard; 2oeufs; 100 g dechampignonsde Paris; 1 pomme verte; 1échalote; Quelques brins deciboulette; 4 cuillères à soupe d'huile d'olive; 2 cuillères à soupe de vinaigre de cidre; 1 cuillère à café de moutarde à l'ancienne; sel; poivre,"Faire bouillir de l'eau et faire cuire les oeufs 5 minutes. | Mélanger la moutarde et le vinaigre, puis saler. Incorporer ensuite l'huile d'olive et poivrer. | Éliminer la base des champignons et émincer les. Peler la pomme et couper la en fines tranches. | Peler l'échalote et débiter la en petits dés. Couper la ciboulette en petits tronçons. | Dans un saladier, mélanger les pousses d'épinard, les champignons, la pomme et l'échalote avec la vinaigrette. | Répartir dans 2 assiettes. Retirer la coquille des oeufs et poser les sur la salades. Parsemer de ciboulette.",Image non trouvée,https://www.ptitchef.com/recettes/plat/salade-de-pousses-d-epinard-aux-oeufs-mollets-et-aux-champignons-fid-1322967
Mode Sans gluten,Gratin de potiron sans lactose,Entrée,423 Kcal,5.37Euros€,(1.34€/part),10 min,10 min,1/2potironépluché et cuit; 8pommes de terreà chair ferme également cuites; 2 yaourts de soja; 1 cuillère à soupe demiel; 1 cuillère à soupe demoutarde; 1 cuillère à café de vinaigre; 1 cuillère à soupe debasilicciselé; sel; poivre et baies roses selon votre goût; 4 tranches d’emmental sans lactose,"Faites préchauffer le four à 190°. | Dans un bol, mélangez les yaourts, la moutarde, le vinaigre, le basilic, le sel, le poivre et les baies roses. | Dans un saladier, écrasez le potiron et mélangez-le à la sauce. | Coupez les pommes de terre en tranches épaisses. | Dans un plat à four, alternez couches de pommes de terre et couches de potiron assaisonné. Terminez par une couche de fromage. | Enfournez 10 minutes à 190°. Faites ensuite gratiner quelques minutes.",Image non trouvée,https://www.ptitchef.com/recettes/entree/gratin-de-potiron-sans-lactose-fid-660654
Mode Sans gluten,Salade waldorf légère,Entrée,362 Kcal,4.99Euros€,(1.25€/part),Non spécifié,Non spécifié,1célerien branches; 4 pommes rouges moyennes; 120 g de cerneaux de noix; 1 groscitron; 250 g de yaourt grec; 1 cuillère à soupe d'huile d'olive; Sel; poivre,"Coupez les pommes en dés, arrosez-les du jus de citron. Lavez et émincez les branches les plus tendres du céleri. | Mélangez le céleri, les pommes, les noix, le jus de citron, le zeste, le yaourt grec et l'huile d'olive. Salez et poivrez.",https://www.ptitchef.com/imgupl/recipe/salade-waldorf-legere--md-447662p691983.jpg,https://www.ptitchef.com/recettes/entree/salade-waldorf-legere-fid-1420806
Mode Sans gluten,Gâteau au chocolat et à l'orange entière,Dessert,1003 Kcal,3.53Euros€,(1.76€/part),15 min,45 min,120 g de chocolat noir; 50 g de beurre ou l'équivalent en purée d'amandeblanche; 3oeufs; 100 g de sucre de canne blond; 50 g de poudre d'amande; 150 g de purée d'orangeentière,"Préchauffez le four à 170°. | Faites fondre le chocolat avec le beurre au bain-marie. Séparez les blancs d'oeufs des jaunes. Fouettez les jaunes d'oeufs avec le sucre jusqu'à ce que le mélange blanchisse. | Ajoutez le chocolat fondu et légèrement refroidi sans cesser de mélanger. Incorporez la purée d'orange, puis la poudre d'amande en mélangeant à chaque ajout. | Montez les blancs en neige ferme et ajoutez délicatement à la préparation. Chemisez le fond d'un moule et beurrez, sucrez les bords. | Versez la préparation dans le moule et enfournez pour 40 à 45 minutes. Le coeur doit rester légèrement humide. Laissez refroidir avant de démouler. | Purée d'orange entière : Lavez une grosse orange, mettez-la dans une casserole et couvrez d'eau. Cuire sur feu doux une heure. | Laissez refroidir, puis coupez l'orange en morceaux et retirez les pépins. Mixer pour obtenir une purée.",https://www.ptitchef.com/imgupl/recipe/gateau-au-chocolat-et-a-l-orange-entiere--md-447661p691981.jpg,https://www.ptitchef.com/recettes/dessert/gateau-au-chocolat-et-a-l-orange-entiere-fid-1420805
Mode Sans gluten,Yaourts au lait de vache sans lactose,Dessert,74 Kcal,1.07Euros€,(0.15€/part),5 min,Temps de repos15 heures,1 yaourt de brebis au miel; 1 L de lait de vache sans lactose (de marque Heirler pour moi),"On fait en sorte que ce petit monde soit à température ambiante. On verse la yaourt dans une jatte et on le fouette (oui, sans pitié aucune). On ajoute le lait en mélangeant bien. Et hop, on verse dans les pots. Et c’est parti pour 15h de « yaourtage » . Résultat : une texture fondante, un yaourt qui se tient, un goût de miel très très léger et une bonne odeur pas du tout écoeurante.",https://www.ptitchef.com/imgupl/recipe/yaourts-au-lait-de-vache-sans-lactose--md-457341p712621.jpg,https://www.ptitchef.com/recettes/dessert/yaourts-au-lait-de-vache-sans-lactose-fid-763500
Mode Sans gluten,"Cake au citron, graines de pavot et canneberges",Dessert,559 Kcal,Non spécifié,Non spécifié,25 min,50 min,80 g de sucre de canne blond; Zeste d'uncitronnon traité; 100 g de beurre fondu et refroidi; 2oeufs; 1 cuillère à soupe de graines depavot; 1 cuillère à soupe demiel; 20 g decanneberges; 1 cuillère à café de poudre à lever; 150 g de farine de riz complet; 50 g de farine de maïs; 50 ml de jus de citron; 2 cuillères à soupe de fécule de pomme de terre,"Préchauffer le four à 180°C. | Dans un grand bol, mélanger les farines, fécule, graines de pavot, poudre à lever et les canneberges. | Dans un saladier, battre les œufs avec le zeste, le miel et le sucre. Ajouter le beurre en continuant de battre. | Ajouter le jus de citron et mélanger. Progressivement incorporer le mélange de farines et bien mélanger. | Verser l'appareil dans un moule à cake beurré (s'il n'est pas en silicone). | Enfourner pour environ 50 minutes, il faut que la lame d'un couteau insérée ressorte sèche.",https://www.ptitchef.com/imgupl/recipe/cake-au-citron-graines-de-pavot-et-canneberges--md-349312p565558.jpg,https://www.ptitchef.com/recettes/dessert/cake-au-citron-graines-de-pavot-et-canneberges-fid-555436
Mode Sans gluten,Pates aux deux fromages. . . de brebis !,Plat,692 Kcal,Non spécifié,Non spécifié,8 min,10 min,"500 g de pâtes sans gluten; 2-3 verres de purée detomates(faite maison, c’est meilleur); 80 g depecorino; 80-100 g de tomme de brebis; 1 poignée d’olives coupées en très petits morceaux; 3 gousses d’ailémincées; 2 feuilles de laurier; 2-3 branches de thym; 1 poignée debasilichaché; 1 cuillère  soupe d’huile d’olive; sel; poivre","Faites cuire les pâtes dans un grand volume d’eau salée. Al dente, la cuisson. | Dans une sauteuse, faites colorer l’ail dans l’huile d’olive avec le laurier et le thym. Ajoutez la tomate et le pecorino râpé ou coupé en très petites tranches. Laissez mijoter sur feu doux. | Ajoutez le basilic puis le poivre. Ne salez que si nécessaire, le pecorino est déjà très salé. | Versez les pâtes égouttées dans un plat à gratin. Versez la sauce tomate-pecorino sur les pâtes et mélangez légèrement. | Coupez la tomme de brebis en tranches très fines. Allongez-les sur les pâtes et passez au grill quelques minutes.",https://www.ptitchef.com/imgupl/recipe/pates-aux-deux-fromages-de-brebis--md-355844p575033.jpg,https://www.ptitchef.com/recettes/plat/pates-aux-deux-fromages--de-brebis-fid-576823
Mode Sans gluten,Crevettes japonisantes aux amandes,Plat,134 Kcal,Non spécifié,Non spécifié,15 min,15 min,500 gr decrevettescuites décortiquées; 1oignon; 1 gousses d'ail; 1 cuillère à soupe de purée d'amande; 1 petit bouquet de persil haché; 3 cuillère àcaféde sauce aux huîtres; Un peu de jus de citron; 1 cuillère à café de gingembre en poudre; 200 ml de bouillon de légumes; 1 cuillère à café de sauce soja,"Faîtes revenir l'oignon haché finement et l'ail pilé avec une cuillère à soupe de bouillon et la purée d'amande à feu moyen dans une poêle. | Ajoutez le gingembre, la sauce aux huîtres et un trait de citron. | Allongez avec du bouillon que vous ajoutez doucement. | Rajoutez un peu d'eau. | Ajoutez le persil. Mélangez. | Jetez vos crevettes dedans. Baissez le feu. | Rectifiez l'assaisonnement.",Image non trouvée,https://www.ptitchef.com/recettes/plat/crevettes-japonisantes-aux-amandes-fid-263052
Mode Sans gluten,Biscuit de savoie aux noisettes,Autre,161 Kcal,1.86Euros€,(0.31€/part),20 min,40 min,"3oeufs; 6 cuillères de cassonade (ou sucre en poudre); 4 cuillère à soupe rase de maïzena; 3 cuillère à soupe rase denoisettesmoulues (si nature, à remplacer par de la maïzena); 1/2 sachet de levure chimique",Fouettez les jaunes d’œufs avec le sucre. Le mélange devient crémeux. Ajoutez cuillère par cuillère la maïzena et la poudre de noisettes et la levure. | Montez les 3 blancs en neige et incorporez délicatement à la spatule. | Versez dans un moule à manquer beurré et faites cuire au four à 200°C de 30 à 40 minutes.,Image non trouvée,https://www.ptitchef.com/recettes/autre/biscuit-de-savoie-aux-noisettes-fid-106019
Mode Sans gluten,Un riz presque cantonais mais totalement végétarien,Plat,354 Kcal,2.96Euros€,(0.74€/part),10 min,5 min,"200 g derizdéjà cuit; 200 g de petits pois; 4oeufs; 2 cuillères à soupe d’huile (d’olive, par exemple); 4 cuillères à soupe d’herbes de votre choix; sel; poivre","Faites cuire les petits pois 6 à 8 minutes dans une casserole d’eau bouillante. | Pendant ce temps, préparez une omelette. | Battez les œufs et 2 cuillères à café d’herbes ainsi qu’un peu de poivre dans un saladier. | Puis versez-les dans une poêle chaude. Laissez cuire 4 minutes. | Il faut qu’elle soit assez sèche, pas du tout baveuse. | Coupez l’omelette en petits morceaux. Réservez. | Faites sauter le riz quelques instants dans cette même poêle avec 2 cuillères à soupe d’huile d’olive. | Ajoutez les petits pois, 2 cuillères à café d’herbes et les morceaux d’omelette. Mélangez bien. | Rectifiez l’assaisonnement avant de servir.",Image non trouvée,https://www.ptitchef.com/recettes/plat/un-riz-presque-cantonais-mais-totalement-vegetarien-fid-905027
Mode Sans gluten,Quiche sans pâte au saumon et aux brocolis,Plat,176 Kcal,7.62Euros€,(1.27€/part),20 min,50 min,3oeufs; 1 petite brique de soja cuisine (lait de soja sous forme de crème liquide); 5 cuillères à soupe de farine de riz semi-complète; sel; poivre; cerfeuil; basilic; ciboulette; origan; muscade; citron; ail; 2 filets de saumon frais; 1 bouquet de brocolis; parmesan (facultatif),"Assaisonner les filets de saumon de sel, de poivre et de citron. | Retirer la peau des filets et ai découpé en lanières la chair. | Blanchir le bouquet de brocolis à l'eau salée. | Retirer le bouquet cuit et découper en petits morceaux les têtes des branches. | Dans une jatte, fouetter les 3 œufs entiers, puis rajouter le lait de soja et délayer la farine. | Monter les blancs en neige afin de rentre l'appareil plus aérien dans la mesure où n'utiliser pas de levure dans cette recette. | Rajouter les condiments à l'appareil. Mélanger. Verser l'appareil sur la garniture. | Enfourner la quiche 50 minutes à 180°C.",Image non trouvée,https://www.ptitchef.com/recettes/plat/quiche-sans-pate-au-saumon-et-aux-brocolis-fid-878985
Mode Sans gluten,Quiche sans pâte aux orties et au reste de barbecue,Plat,268 Kcal,Non spécifié,Non spécifié,10 min,30 min,3oeufs; 1/4 de litre de lait; 10 cl de crème fraiche; 2 grosses cuillères à soupe de maïzena; 200 g de feuilles d'orties; 1 gousse d'ail; 1échalote; 2 godiveaux oumerguez; sel etpoivre,"Laver les orties et les brassant avec une écumoire. Puis les ébouillanter et les égoutter ensuite dans une passoire. Laisser refroidir et bien presser pour évacuer l'eau. | Dans un saladier, mélanger les oeufs avec le lait et la crème fraiche, puis ajouter la maïzena. Saler et poivrer, ajouter ensuite les orties, l'ail et l'échalote haché. | Verser votre préparation dans un moule huilé, poser dessus des petits morceaux de godiveaux ou merguez. | Enfourner à four chaud 180° pendant 30 minutes environ.",Image non trouvée,https://www.ptitchef.com/recettes/plat/quiche-sans-pate-aux-orties-et-au-reste-de-barbecue-fid-873694
Mode Sans gluten,Crème à l'orange sans lait,Dessert,198 Kcal,Non spécifié,Non spécifié,15 min,10 min,45 cl de jus d’orange; 25 cl de lait deriz; 3oeufs; 3 g d’agar-agar; 2 cuillères à soupe de sirop de riz; 1 cuillère à soupe de purée de noix de cajou ou de tout autre fruit à coque de votre choix; 2 cuillères à café devanilleen poudre,Versez tous les ingrédients dans une casserole et mélangez bien. | Portez à ébullition sans cesser de mélanger. | Versez dans des ramequins. | Laissez-les refroidir avant de les mettre au réfrigérateur pour 3 h au minimum.,Image non trouvée,https://www.ptitchef.com/recettes/dessert/creme-a-l-orange-sans-lait-fid-759246
Mode Sans gluten,Mousse au chocolat sur marmelade de clémentines,Dessert,527 Kcal,Non spécifié,Non spécifié,15 min,15 min,12clémentines; 220 g de sucre; 15 cl d'eau; 1 cuillère à soupe deCointreau; 200 g dechocolatnoir; 6oeufstrès frais; 1 pincée de sel; 6 écorces d'orangesconfites coupées en petits dés; 1 cuillère à soupe de Cointreau; 12 écorces d'oranges confites,"Préparez d'abord la marmelade; pelez à vif les clémentines et retirez la peau blanche et l'écorce.Séparez les quartiers et retirez la fine peau qui les enveloppe. | Faites bouillir l'eau et le sucre puis ajoutez les quartiers de clémentines. Faites cuire 10 minutes à feu doux. | Sortez les quartiers de clémentines avec une écumoire et disposez-les dans les verrines. Ajoutez le Cointreau dans la casserole et faites réduire le sirop, puis versez-le sur les fruits. | Mettez les verrines au réfrigérateur le temps de préparer la mousse. | Préparez ensuite la mousse au chocolat; cassez les oeufs en séparant les blancs des jaunes. Battez les blancs en neige bien ferme avec la pincée de sel. | Faites fondre le chocolat coupé en morceaux au bain marie ou au micro-ondes. Ajoutez aussitôt les jaunes d'oeufs dans le chocolat et remuez énergiquement. Puis ajoutez le Cointreau et les dés d'écorces d'oranges. | Incorporez délicatement à l'aide d'une spatule les blancs en neige dans le chocolat en veillant à ne pas les casser. Sortez les verrines du réfrigérateur, complétez avec la mousse au chocolat et replacez-les au frais pendant 3 heures. | Au moment de servir, ajoutez des écorces d'oranges confites en décoration.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/mousse-au-chocolat-sur-marmelade-de-clementines-fid-585730
Mode Sans gluten,Compote de cerises,Autre,138 Kcal,6.49Euros€,(0.81€/part),8 min,15 min,800 gcerisessurgelées de chez l’ami surgelé; 2 pommes; 4 cuillères à soupe de sucre complet (rapadura); 2 cuillères à soupe de sucre glace; 1 cuillère à soupe degingembreen poudre,"Mettez dans une casserole à fond épais les cerises encore congelées, les sucres et le gingembre. Epluchez et coupez les pommes en tout petits morceaux. Jetez-les dans la casseroles. | Mettez à cuire sur feux doux et couvrez. Remuez de temps en temps et vérifiez que la compote n’est pas trop acide. Si besoin rajoutez de la compote de pomme ou une pomme ou du sucre. | Quand la compote est bien cuite et onctueuse, vous avez deux possibilités : la servir telle quelle ou la mixer.",https://www.ptitchef.com/imgupl/recipe/compote-de-cerises--md-333301p541336.jpg,https://www.ptitchef.com/recettes/autre/compote-de-cerises-fid-486444
Mode Sans gluten,Quinoa banana bread ? gâteau au quinoa et aux bananes,Dessert,502 Kcal,5.97Euros€,(1€/part),20 min,35 min,"2oeufs; 100 g de sucre de canne blond; 100 g de farine de riz blanche; 30 g de flocons dequinoa; 80 g de farine de quinoa; 60 g de choocolat noir à 70 % haché grossièrement; 1 cuillère àcaféde poudre à lever; 1/2 cuillère à café  de bicarbonate de soude; 1/2 cuillère à café de cannelle en poudre; 1/2 tasse de noix hachées grossièrement; 80 g de beurre fondu; 1 pomme de type Macoun, pelée et râpée (ou une variété équivalente pour cuire); 2bananesbien mûres, écrasées à la fourchette","Préchauffez le four à 180 C et beurrez un moule rectangulaire ou des moules à muffin. Farinez-les et enlevez l’excédent; mettez de côté. | Dans une jatte, mélangez les farines avec les flocons de quinoa, la bicarbonate de soude, la poudre à lever et la cannelle; mettez de côté. | Dans le bole de votre mixeur à pied, battez les keufs avec le sucre jusqu’à blanchiment. Ajoutez le beurre et mélangez. | En utilisant une cuillère en bois ou une maryse, ajoutez les bananes et la pomme. Incorporez délicatement les farines, le chocolat et les noix. | Versez la pâte dans le(s) moule(s) et enfournez pour 30 à 35 minutes (pour un grand gâteau) ou 20 à 25 minutes (pour des muffins).",https://www.ptitchef.com/imgupl/recipe/quinoa-banana-bread-gateau-au-quinoa-et-aux-bananes--md-319089p519125.jpg,https://www.ptitchef.com/recettes/dessert/quinoa-banana-bread-gateau-au-quinoa-et-aux-bananes-fid-449721
Mode Sans gluten,Pain essénien maison - 1er essai,Autre,348 Kcal,Non spécifié,Non spécifié,10 min,30 min,150 g de quinoa rouge qui a germé une journée entière après trempage; 200 g de sarrasin qui a germé une journée entière après trempage; 4 Cuillères à soupe demiel; 120 gr de fruits secs; 5 ml Cuillères à Soupe de lait végétal; 1 cuillère àcaféde poudre levante sans phosphates,"Réservez 3 Cuillères à soupe de graines germées et mixez le reste. Ajoutez le lait végétal, le sel, la moitié des raisins secs, le miel et mixez à nouveau. | Ajoutez enfin la poudre levante, mélangez bien. | Mettre les raisins encore entiers dans la préparation qui ressemble à une drôle de bouillie blanchâtre. | Mettez le tout dans un moule à cake tapissé de papier sulfurisé. | Laissez lever une heure. Puis enfourner 1/2 heure à 120 degré puis ensuite une heure à 150 degrés.",Image non trouvée,https://www.ptitchef.com/recettes/autre/pain-essenien-maison-1er-essai-fid-281267
Mode Sans gluten,Bouchées de courgettes aux légumes du sud,Apéritif,106 Kcal,6.57Euros€,(1.09€/part),12 min,11 min,2aubergines; 1 poivron rouge; 1poivronjaune; 1 gousse d'ail; 4courgettes(dont 1 pour la déco); 2oignons; 1.5  pot de pulpe de tomate; de l'huile d'olive; Thym; sel; Poivre,"Faire chauffer un peu d'huile d'olive dans une casserole. | Éplucher et émincer les oignons. Faire dorer quelques minutes dans l'huile d'olive. Ajouter la gousse d'ail écrasée. | Évider les poivrons et les couper en petits morceaux. Ajouter aux oignons, mélanger et laisser cuire quelques minutes. | Éplucher et couper en petits cubes l'aubergine puis 3 courgettes. | Ajouter les aubergines dans la casserole jusqu'à ce que celles-ci s'imprègnent bien de l'huile d'olive. | Au bout de cinq minutes, ajouter les courgettes et faire revenir le tout dans la casserole pendant encore cinq bonnes minutes. | Saler, poivrer et ajouter le pot et demi de pulpe de tomate et le thym. | Laisser mijoter doucement pendant environ 10 minutes. Laisser refroidir pendant environ une demi heure. | Laver la courgette. Avec une mandoline ou un économe, prélever 6 lanières fines. | Plonger ensuite ces lanières dans de l'eau bouillante salée pendant 1 minute. | Stopper la cuisson en les immergeant dans de l?eau froide. Égoutter sur du papier absorbant. | Montage : Sur l'assiette de service, déposer environ 3 cuillères de ratatouille dans un cercle, bien tasser. Entourer ensuite d'une lanière de courgette. Servir.",Image non trouvée,https://www.ptitchef.com/recettes/aperitif/bouchees-de-courgettes-aux-legumes-du-sud-du-blog-steph-a-table-fid-1392929
Mode Sans gluten,Au menu ce soir: saumon grillé sur un lit de compote de mangue et aubergine,Entrée,675 Kcal,8.21Euros€,(4.11€/part),12 min,3 min,2 filets desaumonfrais avec peau; 1aubergine; 1mangue; Saladeroquette; huile d'olive; 2 cuillères à soupe d'huile d'olive; jus d'un demi citron; 2 cuillères à soupe d'huile de sésame; sel; poivre,"Faire chauffer une poêle de l'huile d'olive. Éplucher les aubergines et coupez-les en cubes réguliers. Les faire revenir. | Faire de même avec la mangue. | Ajouter les cubes de mangue aux aubergines. Couvrir et laisser compoter à feu doux. | Assaisonner les pavés de saumon avec du sel de Guérande. | Faire chauffer une 2eme poêle. | Une fois la poêle bien chaude, déposer le saumon côté peau, appuyer dessus de façon à ce qu'il reste bien à plat. | Retourner les pavés, baisser le feu. Faire cuire 2 à 3 minutes de chaque côté. | Préparer la vinaigrette : Ajouter le jus de citron, de l'huile d'olive, l'huile de sésame, sel. | Dresser les assiettes en posant le saumon sur un lit d'aubergine/mangue, entourez de salade, verser la vinaigrette.",Image non trouvée,https://www.ptitchef.com/recettes/entree/au-menu-ce-soir-saumon-grille-sur-un-lit-de-compote-de-mangue-et-aubergine-fid-1350886
Mode Sans gluten,Sabayon glacé aux fraises et pistaches,Dessert,823 Kcal,1.51Euros€,(0.76€/part),Non spécifié,Non spécifié,3oeufs; 8 cuillères à soupe de sucre; 2 sachets de sucre vanillé; 10 cl d'huile de tournesol; Fraises; Pistaches,"Séparer les blancs des jaunes. | Blanchir les jaunes avec 3 cuillères à soupe de sucre et le sucre vanillé, jusqu'à ce que le mélange blanchisse. | Ajouter l'huile petit à petit, comme pour faire une mayonnaise, le mélange doit être lisse et homogène). | Monter les blancs en neige ajouter le sucre restant. | Ajouter 1/3 des blancs dans les jaunes, bien mélanger. | Ajouter ce mélange aux restes des blancs et remuer délicatement de bas en haut avec une Maryse, afin de ne pas les casser. | Mettre le mélange dans des verrines et les placer au congélateur pendant 3 ou 4 heures minimum. | Sortir les verrines, décorer de fraises et de pistaches concassées.",Image non trouvée,https://www.ptitchef.com/recettes/dessert/sabayon-glace-aux-fraises-et-pistaches-fid-1317665
Mode Sans gluten,Au menu ce soir: filet de bar à la crème et sa compotée de fenouils et artichauts,Plat,687 Kcal,Non spécifié,Non spécifié,10 min,6 min,2 filets debar; 2fenouils; 5 fonds d'artichaut; Crème liquide entière; 1 gousse d'ail; Pimentd’Espelette; Persil plat,"Émincer les fenouils et les fonds d'artichaut. | Faire chauffer une poêle et ajouter les fenouils et artichauts. | Assaisonner et ajouter un fond d'eau. | Couvrir et laisser cuire jusqu'à ce que les légumes soient tendres. | Éplucher et dégermer les gousses d'ail. | Préchauffer le four à 200 °C. | Mettre les filets de bar dans un plat allant au four avec un filet d'huile d'olive et le persil. | Faire chauffer une deuxième poêle, puis verser la crème liquide et ajouter les gousses d'ail. | Laisser la sauce épaissir. | Dans une assiette, mettez les légumes, le filet de bar et ajouter la sauce. | Saler, poivrer et ajouter du piment d’Espelette.",Image non trouvée,https://www.ptitchef.com/recettes/plat/au-menu-ce-soir-filet-de-bar-a-la-creme-et-sa-compotee-de-fenouils-et-artichauts-fid-1315640
Mode Sans gluten,Au menu ce soir: tomate farcie sur lit de roquette,Plat,148 Kcal,4.18Euros€,(1.05€/part),15 min,35 min,4 bellestomates; 250 g deviande hachée; 1 grosoignon; 1 gousse d'ail; Thym; Basilic; Laurier; Sel; piment d’Espelette,"Couper un chapeau sur les tomates et évider les à l'aide d'une petite cuillère. | Les laisser égoutter sur du papier absorbant. | Préparer la farce: Hacher l'oignon et l'ail, les faire revenir. | Ajouter la viande hachée et la chair des tomates. | Saler et poivrer, ajouter le basilic, les feuilles de laurier et le thym. | Couvrir et faire cuire à feu doux pendant 15 minutes. | Remplir les fonds de tomates avec le hachis, parsemer de chapelure. | Les disposer sur une plaque allant au four. | Cuire pendant 20 minutes à 180 puis remettre les chapeaux et continuer la cuisson pendant 10 minutes. | A servir avec du riz, quinoa ou juste une salade de roquette.",Image non trouvée,https://www.ptitchef.com/recettes/plat/au-menu-ce-soir-tomate-farcie-sur-lit-de-roquette-fid-1311533
